cliente_id;cliente_code;tipo_cliente;sexo;cod_postal;ciudad;estado;estudios;ocupacion;ingresos;tiene_hijos
10250;29013;Individuo;Femenino;V3L 1H4;Westminster;British Columbia;Partial High School;Skilled Manual;25001-50000;Sí
10251;13576;Individuo;Femenino;W1X3SE;London;England;Bachelors ;Management;greater than 100000;Sí
10252;13919;Individuo;Femenino;91203;Glendale;California;Bachelors ;Skilled Manual;50001-75000;Sí
10253;13814;Individuo;Femenino;PE17;Bury;England;Partial College;Clerical;25001-50000;Sí
10254;16907;Individuo;Femenino;91950;National City;California;Graduate Degree;Management;75001-100000;Sí
10255;11655;Individuo;Femenino;94519;Concord;California;Graduate Degree;Professional;50001-75000;Sí
10256;11004;Individuo;Femenino;2500;Wollongong;New South Wales;Bachelors ;Professional;75001-100000;Sí
10257;11708;Individuo;Femenino;91950;Lincoln Acres;California;Bachelors ;Professional;50001-75000;Sí
10258;15602;Individuo;Masculino;3198;Seaford;Victoria;Bachelors ;Professional;50001-75000;No
10259;18492;Individuo;Femenino;2065;St. Leonards;New South Wales;Bachelors ;Management;75001-100000;Sí
10260;11265;Individuo;Femenino;98033;Kirkland;Washington;Partial College;Professional;75001-100000;Sí
10261;12689;Individuo;Femenino;4551;Caloundra;Queensland;Bachelors ;Professional;75001-100000;No
10262;29392;Individuo;Femenino;MK8 8ZD;Milton Keynes;England;Bachelors ;Professional;25001-50000;No
10263;27090;Individuo;Femenino;91950;Lincoln Acres;California;Graduate Degree;Professional;50001-75000;Sí
10264;11959;Individuo;Femenino;91945;Lemon Grove;California;Partial College;Professional;50001-75000;No
10265;29109;Individuo;Femenino;94109;San Francisco;California;High School;Skilled Manual;25001-50000;No
10266;19946;Individuo;Femenino;LE18;Leeds;England;High School;Management;greater than 100000;Sí
10267;11508;Individuo;Femenino;98036;Lynnwood;Washington;Graduate Degree;Skilled Manual;50001-75000;No
10268;22352;Individuo;Femenino;90712;Lakewood;California;High School;Skilled Manual;25001-50000;Sí
10269;21901;Individuo;Femenino;97034;Lake Oswego;Oregon;Partial College;Professional;75001-100000;Sí
10270;28693;Individuo;Femenino;W1Y 3RA;London;England;Bachelors ;Clerical;25001-50000;No
10271;11741;Individuo;Femenino;91910;Chula Vista;California;Graduate Degree;Professional;75001-100000;Sí
10272;20701;Individuo;Femenino;92118;Coronado;California;Bachelors ;Skilled Manual;50001-75000;Sí
10273;15282;Individuo;Femenino;92102;San Diego;California;Bachelors ;Management;75001-100000;Sí
10274;16837;Individuo;Femenino;V9;Langford;British Columbia;Partial College;Professional;75001-100000;Sí
10275;28064;Individuo;Femenino;97005;Beaverton;Oregon;Graduate Degree;Professional;50001-75000;Sí
10276;20002;Individuo;Femenino;94704;Berkeley;California;Graduate Degree;Professional;50001-75000;Sí
10277;28831;Individuo;Femenino;91932;Imperial Beach;California;Bachelors ;Skilled Manual;25001-50000;Sí
10278;19649;Individuo;Femenino;98033;Kirkland;Washington;High School;Skilled Manual;25001-50000;No
10279;11864;Individuo;Femenino;98403;Tacoma;Washington;Partial College;Skilled Manual;50001-75000;Sí
10280;24839;Individuo;Femenino;12171;Berlin;Hessen;High School;Professional;greater than 100000;Sí
10281;14757;Individuo;Femenino;91776;San Gabriel;California;Partial College;Clerical;25001-50000;Sí
10282;26066;Individuo;Femenino;94704;Berkeley;California;Partial College;Professional;50001-75000;Sí
10283;24202;Individuo;Femenino;WA1;Warrington;England;Partial College;Manual;0-25000;No
10284;17071;Individuo;Femenino;2055;North Sydney;New South Wales;Bachelors ;Professional;50001-75000;No
10285;14256;Individuo;Femenino;98036;Lynnwood;Washington;Graduate Degree;Management;greater than 100000;Sí
10286;26005;Individuo;Femenino;97205;Portland;Oregon;Partial College;Skilled Manual;50001-75000;Sí
10287;18129;Individuo;Femenino;78400;Chatou;Yveline;Partial College;Professional;75001-100000;Sí
10288;21268;Individuo;Femenino;94010;Burlingame;California;Bachelors ;Management;75001-100000;No
10289;13273;Individuo;Femenino;92118;Coronado;California;Graduate Degree;Management;greater than 100000;Sí
10290;29088;Individuo;Femenino;2300;Newcastle;New South Wales;Partial High School;Clerical;0-25000;Sí
10291;27457;Individuo;Femenino;97045;Oregon City;Oregon;Bachelors ;Management;75001-100000;Sí
10292;28394;Individuo;Femenino;91420;Morangis;Essonne;Bachelors ;Professional;25001-50000;No
10293;18164;Individuo;Femenino;38231;Salzgitter;Hessen;Bachelors ;Management;greater than 100000;Sí
10294;13474;Individuo;Femenino;V8Z 4N5;Shawnee;British Columbia;Partial High School;Skilled Manual;50001-75000;Sí
10295;14225;Individuo;Femenino;4171;Hawthorne;Queensland;Bachelors ;Professional;75001-100000;No
10296;24873;Individuo;Femenino;66041;Poing;Saarland;Partial College;Management;greater than 100000;Sí
10297;27642;Individuo;Femenino;92806;La Jolla;California;High School;Professional;greater than 100000;Sí
10298;29324;Individuo;Femenino;98107;Ballard;Washington;High School;Skilled Manual;25001-50000;No
10299;18541;Individuo;Femenino;V3L 1H4;Westminster;British Columbia;Bachelors ;Management;75001-100000;Sí
10300;23764;Individuo;Femenino;04838;Eilenburg;Brandenburg;Partial College;Clerical;25001-50000;Sí
10301;16094;Individuo;Femenino;95062;Santa Cruz;California;Graduate Degree;Professional;50001-75000;No
10302;16266;Individuo;Femenino;91420;Morangis;Essonne;Bachelors ;Skilled Manual;25001-50000;Sí
10303;17780;Individuo;Femenino;93290;Tremblay-en-France;Seine Saint Denis;Graduate Degree;Clerical;25001-50000;No
10304;19791;Individuo;Masculino;4000;Brisbane;Queensland;High School;Skilled Manual;75001-100000;Sí
10305;23654;Individuo;Femenino;1002;Sydney;New South Wales;High School;Management;greater than 100000;Sí
10306;16381;Individuo;Femenino;98168;Burien;Washington;Graduate Degree;Skilled Manual;75001-100000;Sí
10307;23673;Individuo;Femenino;V2L3W8;Newton;British Columbia;Graduate Degree;Management;50001-75000;Sí
10308;19385;Individuo;Femenino;30601;Hannover;Nordrhein-Westfalen;Partial High School;Manual;0-25000;No
10309;28361;Individuo;Femenino;98033;Kirkland;Washington;Graduate Degree;Professional;50001-75000;No
10310;22008;Individuo;Femenino;V8Y 1L1;Cliffside;British Columbia;High School;Skilled Manual;25001-50000;No
10311;21988;Individuo;Femenino;2444;Port Macquarie;New South Wales;Bachelors ;Professional;75001-100000;Sí
10312;14431;Individuo;Femenino;90210;Beverly Hills;California;Partial College;Professional;50001-75000;Sí
10313;20175;Individuo;Femenino;45000;Orleans;Loiret;Partial College;Clerical;25001-50000;No
10314;28546;Individuo;Femenino;93000;Bobigny;Seine Saint Denis;Partial High School;Manual;0-25000;No
10315;18048;Individuo;Femenino;SL4 1RH;Berks;England;Partial College;Clerical;25001-50000;No
10316;27248;Individuo;Femenino;98371;Puyallup;Washington;Graduate Degree;Skilled Manual;25001-50000;Sí
10317;14454;Individuo;Femenino;92806;La Jolla;California;Graduate Degree;Management;75001-100000;Sí
10318;19444;Individuo;Femenino;93000;Bobigny;Seine Saint Denis;High School;Manual;0-25000;Sí
10319;18239;Individuo;Femenino;2036;Malabar;New South Wales;Graduate Degree;Management;75001-100000;Sí
10320;20060;Individuo;Femenino;TY31;Runcorn;England;High School;Manual;25001-50000;No
10321;26424;Individuo;Femenino;3977;Cranbourne;Victoria;Bachelors ;Professional;50001-75000;No
10322;23218;Individuo;Femenino;85049;Ingolstadt;Bayern;High School;Manual;25001-50000;No
10323;25696;Individuo;Masculino;57000;Metz;Moselle;Partial College;Manual;0-25000;Sí
10324;27614;Individuo;Masculino;98225;Bellingham;Washington;High School;Professional;50001-75000;Sí
10325;17972;Individuo;Femenino;TY31;Runcorn;England;Partial College;Manual;0-25000;Sí
10326;20790;Individuo;Femenino;94947;Novato;California;Graduate Degree;Skilled Manual;25001-50000;Sí
10327;27523;Individuo;Femenino;98225;Bellingham;Washington;High School;Professional;25001-50000;No
10328;18169;Individuo;Femenino;12171;Berlin;Hessen;High School;Professional;75001-100000;Sí
10329;12363;Individuo;Femenino;V9;Langford;British Columbia;Graduate Degree;Management;greater than 100000;Sí
10330;23571;Individuo;Femenino;2061;Milsons Point;New South Wales;Bachelors ;Management;25001-50000;Sí
10331;18026;Individuo;Femenino;OX16 8RS;Oxon;England;Bachelors ;Skilled Manual;25001-50000;Sí
10332;21308;Individuo;Femenino;V0;Sooke;British Columbia;High School;Professional;50001-75000;Sí
10333;27444;Individuo;Femenino;99362;Walla Walla;Washington;Graduate Degree;Professional;50001-75000;Sí
10334;22203;Individuo;Femenino;3198;Seaford;Victoria;Bachelors ;Management;75001-100000;Sí
10335;28197;Individuo;Femenino;V7L 4J4;Vancouver;British Columbia;Bachelors ;Professional;50001-75000;Sí
10336;24136;Individuo;Femenino;59223;Roncq;Nord;Partial College;Clerical;25001-50000;No
10337;19775;Individuo;Femenino;91910;Chula Vista;California;High School;Skilled Manual;25001-50000;No
10338;12013;Individuo;Femenino;3429;Sunbury;Victoria;Partial College;Clerical;25001-50000;Sí
10339;15727;Individuo;Femenino;2036;Matraville;New South Wales;Bachelors ;Professional;75001-100000;No
10340;24757;Individuo;Femenino;T2P 2G8;Calgary;Alberta;Partial College;Clerical;25001-50000;Sí
10341;20781;Individuo;Femenino;V9;Langford;British Columbia;Graduate Degree;Skilled Manual;50001-75000;Sí
10342;27679;Individuo;Femenino;98371;Puyallup;Washington;Partial College;Professional;25001-50000;Sí
10343;23689;Individuo;Femenino;91791;West Covina;California;High School;Professional;25001-50000;Sí
10344;28564;Individuo;Femenino;60323;Frankfurt;Hessen;Partial College;Clerical;25001-50000;Sí
10345;26725;Individuo;Femenino;98371;Puyallup;Washington;Partial High School;Skilled Manual;50001-75000;Sí
10346;16075;Individuo;Femenino;99362;Walla Walla;Washington;Graduate Degree;Professional;50001-75000;Sí
10347;14674;Individuo;Femenino;3429;Sunbury;Victoria;Bachelors ;Professional;50001-75000;Sí
10348;25635;Individuo;Masculino;30601;Hannover;Nordrhein-Westfalen;Bachelors ;Professional;25001-50000;No
10349;26438;Individuo;Femenino;2036;Malabar;New South Wales;High School;Management;greater than 100000;Sí
10350;12179;Individuo;Femenino;97355;Lebanon;Oregon;Graduate Degree;Management;25001-50000;Sí
10351;17368;Individuo;Femenino;98225;Bellingham;Washington;Partial College;Skilled Manual;75001-100000;Sí
10352;27749;Individuo;Femenino;91502;Burbank;California;Partial College;Skilled Manual;25001-50000;No
10353;12869;Individuo;Femenino;62200;Boulogne-sur-Mer;Pas de Calais;High School;Manual;0-25000;No
10354;14100;Individuo;Femenino;3429;Sunbury;Victoria;Bachelors ;Management;25001-50000;Sí
10355;24534;Individuo;Femenino;SL67RJ;Maidenhead;England;Partial College;Professional;greater than 100000;Sí
10356;27013;Individuo;Femenino;91502;Burbank;California;Partial College;Clerical;25001-50000;Sí
10357;12196;Individuo;Femenino;V7L 4J4;Vancouver;British Columbia;Graduate Degree;Management;50001-75000;Sí
10358;16466;Individuo;Femenino;64283;Darmstadt;Hessen;Partial High School;Manual;0-25000;No
10359;21872;Individuo;Femenino;2264;Silverwater;New South Wales;Bachelors ;Professional;50001-75000;No
10360;29217;Individuo;Femenino;98403;Tacoma;Washington;Partial College;Professional;75001-100000;Sí
10361;28646;Individuo;Femenino;V8P;Oak Bay;British Columbia;Graduate Degree;Skilled Manual;25001-50000;Sí
10362;20105;Individuo;Femenino;92806;La Jolla;California;High School;Skilled Manual;25001-50000;Sí
10363;19414;Individuo;Femenino;V3L 1H4;Westminster;British Columbia;Bachelors ;Professional;50001-75000;Sí
10364;26107;Individuo;Femenino;92625;Newport Beach;California;Bachelors ;Management;greater than 100000;Sí
10365;23133;Individuo;Femenino;90802;Long Beach;California;High School;Professional;50001-75000;Sí
10366;12276;Individuo;Femenino;12171;Berlin;Hessen;Bachelors ;Clerical;25001-50000;No
10367;15316;Individuo;Femenino;94015;Daly City;California;Bachelors ;Management;50001-75000;Sí
10368;28925;Individuo;Masculino;1597;Lane Cove;New South Wales;Bachelors ;Professional;50001-75000;No
10369;28350;Individuo;Femenino;3280;Warrnambool;Victoria;Graduate Degree;Management;50001-75000;Sí
10370;19002;Individuo;Femenino;98104;Seattle;Washington;Partial College;Professional;50001-75000;Sí
10371;20278;Individuo;Femenino;94519;Concord;California;High School;Skilled Manual;25001-50000;No
10372;25967;Individuo;Femenino;94941;Mill Valley;California;Partial High School;Skilled Manual;50001-75000;Sí
10373;25460;Individuo;Femenino;01071;Dresden;Hessen;High School;Manual;0-25000;Sí
10374;17507;Individuo;Femenino;90012;Los Angeles;California;Partial College;Professional;50001-75000;No
10375;25039;Individuo;Femenino;97034;Lake Oswego;Oregon;High School;Skilled Manual;25001-50000;No
10376;24872;Individuo;Femenino;75019;Paris;Seine (Paris);High School;Management;75001-100000;Sí
10377;15244;Individuo;Femenino;V8X;Royal Oak;British Columbia;High School;Skilled Manual;25001-50000;No
10378;20098;Individuo;Femenino;92020;El Cajon;California;High School;Skilled Manual;25001-50000;Sí
10379;27398;Individuo;Femenino;90505;Torrance;California;Bachelors ;Management;50001-75000;Sí
10380;15375;Individuo;Femenino;94014;Colma;California;Graduate Degree;Management;75001-100000;Sí
10381;20291;Individuo;Femenino;94070;San Carlos;California;High School;Skilled Manual;25001-50000;No
10382;12572;Individuo;Femenino;5023;Findon;South Australia;Partial College;Manual;0-25000;No
10383;26959;Individuo;Femenino;W1X3SE;London;England;Graduate Degree;Skilled Manual;50001-75000;No
10384;26848;Individuo;Femenino;KB9;Kirkby;England;High School;Manual;0-25000;Sí
10385;22890;Individuo;Femenino;92102;San Diego;California;Bachelors ;Professional;50001-75000;Sí
10386;13556;Individuo;Femenino;77127;Lieusaint;Seine et Marne;Graduate Degree;Clerical;25001-50000;No
10387;19405;Individuo;Femenino;97034;Lake Oswego;Oregon;Partial College;Skilled Manual;50001-75000;Sí
10388;26767;Individuo;Femenino;2138;Rhodes;New South Wales;Partial College;Skilled Manual;50001-75000;Sí
10389;15936;Individuo;Femenino;97071;Woodburn;Oregon;Bachelors ;Management;75001-100000;Sí
10390;16938;Individuo;Femenino;NT20;Newcastle upon Tyne;England;Bachelors ;Manual;0-25000;Sí
10391;24762;Individuo;Masculino;98168;Burien;Washington;Graduate Degree;Skilled Manual;25001-50000;No
10392;11463;Individuo;Femenino;6105;Cloverdale;South Australia;High School;Management;greater than 100000;No
10393;11681;Individuo;Femenino;99202;Spokane;Washington;Graduate Degree;Professional;50001-75000;Sí
10394;21347;Individuo;Femenino;V8Y 1L1;Cliffside;British Columbia;Graduate Degree;Management;50001-75000;Sí
10395;15738;Individuo;Femenino;90505;Torrance;California;Graduate Degree;Management;greater than 100000;Sí
10396;28740;Individuo;Femenino;75005;Paris;Seine (Paris);Bachelors ;Skilled Manual;25001-50000;Sí
10397;26072;Individuo;Femenino;90210;Beverly Hills;California;Partial High School;Skilled Manual;75001-100000;Sí
10398;18762;Individuo;Femenino;92625;Newport Beach;California;High School;Skilled Manual;25001-50000;No
10399;21941;Individuo;Femenino;90401;Santa Monica;California;Bachelors ;Professional;50001-75000;Sí
10400;20504;Individuo;Femenino;90712;Lakewood;California;High School;Professional;25001-50000;Sí
10401;15249;Individuo;Femenino;94611;Oakland;California;High School;Skilled Manual;25001-50000;No
10402;26507;Individuo;Femenino;98168;Burien;Washington;Partial College;Professional;50001-75000;Sí
10403;17939;Individuo;Femenino;92150;Suresnes;Hauts de Seine;High School;Manual;0-25000;Sí
10404;19325;Individuo;Femenino;80074;München;Hessen;Bachelors ;Clerical;25001-50000;No
10405;22562;Individuo;Femenino;93700;Drancy;Seine Saint Denis;Partial College;Manual;0-25000;Sí
10406;13732;Individuo;Femenino;V7L 4J4;N. Vancouver;British Columbia;Graduate Degree;Skilled Manual;75001-100000;Sí
10407;24480;Individuo;Femenino;3337;Melton;Victoria;Bachelors ;Professional;75001-100000;Sí
10408;15866;Individuo;Femenino;V7L 4J4;N. Vancouver;British Columbia;Graduate Degree;Skilled Manual;50001-75000;Sí
10409;28833;Individuo;Femenino;98020;Edmonds;Washington;Bachelors ;Skilled Manual;50001-75000;Sí
10410;18675;Individuo;Femenino;91941;Grossmont;California;Graduate Degree;Skilled Manual;50001-75000;Sí
10411;16048;Individuo;Femenino;20354;Hamburg;Hamburg;Partial College;Manual;0-25000;Sí
10412;24332;Individuo;Femenino;V9;Metchosin;British Columbia;Graduate Degree;Professional;50001-75000;Sí
10413;18933;Individuo;Femenino;98225;Bellingham;Washington;Partial High School;Skilled Manual;25001-50000;No
10414;15621;Individuo;Femenino;L4 4HB;Liverpool;England;Graduate Degree;Skilled Manual;25001-50000;No
10415;21392;Individuo;Femenino;4700;Rockhampton;Queensland;Partial High School;Clerical;25001-50000;Sí
10416;14531;Individuo;Femenino;WA1;Warrington;England;Graduate Degree;Clerical;0-25000;Sí
10417;16651;Individuo;Femenino;98027;Issaquah;Washington;Bachelors ;Management;greater than 100000;Sí
10418;15000;Individuo;Femenino;66272;Sulzbach Taunus;Saarland;Partial High School;Manual;0-25000;No
10419;18379;Individuo;Femenino;V6B 3P7;Port Hammond;British Columbia;Partial College;Professional;75001-100000;Sí
10420;19470;Individuo;Femenino;RH15 9UD;West Sussex;England;High School;Manual;0-25000;Sí
10421;12772;Individuo;Femenino;98201;Everett;Washington;Partial College;Clerical;25001-50000;Sí
10422;22301;Individuo;Femenino;90712;Lakewood;California;Graduate Degree;Professional;50001-75000;Sí
10423;24930;Individuo;Femenino;90012;Los Angeles;California;High School;Professional;25001-50000;Sí
10424;26386;Individuo;Femenino;NT20;Newcastle upon Tyne;England;High School;Professional;greater than 100000;Sí
10425;25864;Individuo;Femenino;V7L 4J4;Vancouver;British Columbia;High School;Professional;25001-50000;Sí
10426;13782;Individuo;Femenino;45001;Essen;Hamburg;Bachelors ;Clerical;25001-50000;No
10427;16597;Individuo;Femenino;38231;Salzgitter;Hessen;Partial College;Professional;75001-100000;Sí
10428;16894;Individuo;Femenino;97301;Salem;Oregon;Graduate Degree;Management;50001-75000;Sí
10429;16307;Individuo;Femenino;38231;Salzgitter;Hessen;Bachelors ;Skilled Manual;25001-50000;Sí
10430;28418;Individuo;Femenino;75017;Paris;Seine (Paris);Bachelors ;Skilled Manual;25001-50000;Sí
10431;20069;Individuo;Femenino;90401;Santa Monica;California;Graduate Degree;Skilled Manual;25001-50000;No
10432;20172;Individuo;Femenino;OX14 4SE;Oxford;England;Graduate Degree;Clerical;25001-50000;Sí
10433;13063;Individuo;Femenino;98501;Olympia;Washington;High School;Skilled Manual;25001-50000;No
10434;22058;Individuo;Masculino;V8Y 1L1;Cliffside;British Columbia;High School;Skilled Manual;25001-50000;No
10435;18667;Individuo;Femenino;94704;Berkeley;California;High School;Skilled Manual;25001-50000;Sí
10436;13594;Individuo;Femenino;20354;Hamburg;Hamburg;Partial College;Professional;75001-100000;Sí
10437;28726;Individuo;Femenino;24044;Kiel;Saarland;Partial High School;Manual;0-25000;No
10438;19043;Individuo;Femenino;42651;Solingen;Nordrhein-Westfalen;Graduate Degree;Management;75001-100000;Sí
10439;28872;Individuo;Femenino;3550;Bendigo;Victoria;Partial High School;Management;greater than 100000;No
10440;11671;Individuo;Femenino;92020;El Cajon;California;Bachelors ;Skilled Manual;50001-75000;Sí
10441;28223;Individuo;Femenino;90241;Downey;California;High School;Professional;50001-75000;Sí
10442;16316;Individuo;Femenino;12311;Berlin;Saarland;Partial College;Clerical;25001-50000;No
10443;11402;Individuo;Femenino;45000;Orleans;Loiret;Graduate Degree;Clerical;25001-50000;No
10444;13200;Individuo;Femenino;92102;San Diego;California;Bachelors ;Management;greater than 100000;Sí
10445;11318;Individuo;Femenino;98020;Edmonds;Washington;Partial College;Professional;25001-50000;Sí
10446;22825;Individuo;Femenino;CM11;Billericay;England;Partial College;Professional;greater than 100000;Sí
10447;24889;Individuo;Femenino;2580;Goulburn;New South Wales;Bachelors ;Professional;50001-75000;No
10448;20085;Individuo;Femenino;V9;Metchosin;British Columbia;Partial High School;Manual;0-25000;Sí
10449;22794;Individuo;Femenino;GL7 1RY;Gloucestershire;England;Partial College;Professional;greater than 100000;Sí
10450;11935;Individuo;Femenino;97355;Lebanon;Oregon;Partial College;Skilled Manual;25001-50000;No
10451;20367;Individuo;Femenino;90712;Lakewood;California;High School;Professional;greater than 100000;Sí
10452;14608;Individuo;Masculino;98312;Bremerton;Washington;Bachelors ;Skilled Manual;25001-50000;Sí
10453;25907;Individuo;Femenino;3337;Melton;Victoria;High School;Skilled Manual;0-25000;Sí
10454;16848;Individuo;Femenino;V2L3W8;Newton;British Columbia;Partial College;Professional;75001-100000;Sí
10455;27443;Individuo;Femenino;94947;Novato;California;Partial High School;Skilled Manual;50001-75000;Sí
10456;20653;Individuo;Femenino;94070;San Carlos;California;Bachelors ;Skilled Manual;25001-50000;Sí
10457;20452;Individuo;Femenino;3429;Sunbury;Victoria;High School;Professional;50001-75000;Sí
10458;28987;Individuo;Femenino;91364;Woodland Hills;California;Bachelors ;Management;50001-75000;Sí
10459;26964;Individuo;Femenino;57000;Metz;Moselle;Partial College;Manual;0-25000;Sí
10460;14822;Individuo;Femenino;64283;Darmstadt;Hessen;Partial College;Clerical;25001-50000;Sí
10461;21628;Individuo;Femenino;98168;Burien;Washington;Bachelors ;Professional;25001-50000;No
10462;14592;Individuo;Femenino;99362;Walla Walla;Washington;Graduate Degree;Professional;50001-75000;No
10463;23946;Individuo;Femenino;66578;Neunkirchen;Saarland;Partial College;Clerical;25001-50000;No
10464;27031;Individuo;Femenino;91941;Grossmont;California;High School;Clerical;25001-50000;Sí
10465;14289;Individuo;Femenino;95062;Santa Cruz;California;Bachelors ;Management;greater than 100000;No
10466;20012;Individuo;Femenino;90706;Bellflower;California;Graduate Degree;Professional;50001-75000;Sí
10467;28650;Individuo;Femenino;94947;Novato;California;Bachelors ;Skilled Manual;25001-50000;Sí
10468;18038;Individuo;Femenino;78400;Chatou;Yveline;Partial College;Clerical;25001-50000;No
10469;19173;Individuo;Femenino;MK8 8DF;Milton Keynes;England;Bachelors ;Skilled Manual;25001-50000;Sí
10470;21669;Individuo;Femenino;GL50;Cheltenham;England;Bachelors ;Skilled Manual;25001-50000;Sí
10471;25868;Individuo;Femenino;91364;Woodland Hills;California;Bachelors ;Management;50001-75000;Sí
10472;19636;Individuo;Femenino;97005;Beaverton;Oregon;High School;Skilled Manual;25001-50000;No
10473;26672;Individuo;Femenino;2055;North Sydney;New South Wales;Bachelors ;Professional;75001-100000;Sí
10474;26075;Individuo;Femenino;99362;Walla Walla;Washington;Partial College;Professional;75001-100000;No
10475;17843;Individuo;Femenino;91420;Morangis;Essonne;Partial High School;Manual;0-25000;No
10476;25874;Individuo;Femenino;98501;Olympia;Washington;Bachelors ;Management;50001-75000;Sí
10477;19762;Individuo;Masculino;3000;Melbourne;Victoria;Partial High School;Clerical;0-25000;Sí
10478;22530;Individuo;Femenino;OX16 8RS;Oxon;England;High School;Manual;0-25000;No
10479;18816;Individuo;Femenino;97045;Oregon City;Oregon;Partial College;Professional;75001-100000;No
10480;23067;Individuo;Femenino;94010;Burlingame;California;Graduate Degree;Management;50001-75000;Sí
10481;22602;Individuo;Femenino;RG41 1QW;Wokingham;England;High School;Manual;0-25000;Sí
10482;28136;Individuo;Femenino;2010;Darlinghurst;New South Wales;High School;Skilled Manual;50001-75000;Sí
10483;22933;Individuo;Femenino;2055;North Sydney;New South Wales;Bachelors ;Professional;50001-75000;Sí
10484;16047;Individuo;Femenino;66740;Saarlouis;Saarland;Partial College;Manual;0-25000;Sí
10485;13426;Individuo;Femenino;90706;Bellflower;California;Bachelors ;Management;greater than 100000;Sí
10486;26934;Individuo;Femenino;WA1 4SY;Woolston;England;Graduate Degree;Clerical;25001-50000;Sí
10487;18422;Individuo;Femenino;90505;Torrance;California;Bachelors ;Management;greater than 100000;Sí
10488;26502;Individuo;Femenino;94519;Concord;California;Partial College;Professional;50001-75000;Sí
10489;26392;Individuo;Femenino;80074;München;Hessen;Graduate Degree;Management;75001-100000;Sí
10490;28193;Individuo;Femenino;91945;Lemon Grove;California;Graduate Degree;Professional;50001-75000;Sí
10491;24715;Individuo;Femenino;93400;Saint-Denis;Seine Saint Denis;Partial High School;Manual;0-25000;No
10492;18720;Individuo;Femenino;7001;Hobart;Tasmania;Bachelors ;Professional;50001-75000;Sí
10493;15496;Individuo;Femenino;94014;Colma;California;High School;Skilled Manual;25001-50000;Sí
10494;23384;Individuo;Femenino;94010;Burlingame;California;Partial College;Skilled Manual;50001-75000;Sí
10495;16633;Individuo;Femenino;3198;Seaford;Victoria;High School;Management;75001-100000;No
10496;19987;Individuo;Femenino;V2L3W8;Newton;British Columbia;Graduate Degree;Professional;50001-75000;Sí
10497;13123;Individuo;Femenino;2450;Coffs Harbour;New South Wales;Bachelors ;Professional;50001-75000;No
10498;15905;Individuo;Femenino;V3A 4R2;Langley;British Columbia;High School;Professional;50001-75000;Sí
10499;15851;Individuo;Femenino;98201;Everett;Washington;Graduate Degree;Management;greater than 100000;No
10500;20451;Individuo;Femenino;2300;Newcastle;New South Wales;High School;Professional;50001-75000;Sí
10501;29275;Individuo;Femenino;91977;Spring Valley;California;Graduate Degree;Management;50001-75000;Sí
10502;14222;Individuo;Femenino;2010;Darlinghurst;New South Wales;Bachelors ;Professional;75001-100000;No
10503;29282;Individuo;Femenino;V0;Sooke;British Columbia;High School;Professional;25001-50000;Sí
10504;25011;Individuo;Femenino;2444;Port Macquarie;New South Wales;Partial College;Clerical;25001-50000;Sí
10505;27152;Individuo;Femenino;SW8 4BG;London;England;Partial High School;Manual;0-25000;No
10506;23785;Individuo;Femenino;98052;Redmond;Washington;Graduate Degree;Skilled Manual;50001-75000;No
10507;16580;Individuo;Femenino;57000;Metz;Moselle;High School;Professional;75001-100000;Sí
10508;22969;Individuo;Femenino;V2L3W8;Newton;British Columbia;High School;Skilled Manual;25001-50000;No
10509;13962;Individuo;Femenino;2777;Springwood;New South Wales;Graduate Degree;Management;75001-100000;Sí
10510;11830;Individuo;Femenino;91950;Lincoln Acres;California;Graduate Degree;Professional;75001-100000;Sí
10511;21960;Individuo;Femenino;3977;Cranbourne;Victoria;Bachelors ;Professional;50001-75000;Sí
10512;22647;Individuo;Femenino;78400;Chatou;Yveline;Bachelors ;Clerical;25001-50000;No
10513;22664;Individuo;Femenino;59000;Lille;Nord;Bachelors ;Professional;25001-50000;No
10514;24836;Individuo;Femenino;78100;Saint Germain en Laye;Yveline;Partial College;Manual;0-25000;Sí
10515;11943;Individuo;Femenino;3280;Warrnambool;Victoria;Partial High School;Clerical;0-25000;Sí
10516;11493;Individuo;Femenino;W1V 5RN;London;England;Partial College;Clerical;25001-50000;Sí
10517;15805;Individuo;Femenino;2777;Springwood;New South Wales;Partial College;Skilled Manual;50001-75000;Sí
10518;22499;Individuo;Femenino;92310;Sèvres;Hauts de Seine;High School;Manual;0-25000;Sí
10519;16071;Individuo;Femenino;V2W 1W2;Haney;British Columbia;Graduate Degree;Professional;50001-75000;Sí
10520;25488;Individuo;Femenino;GA10;Gateshead;England;Bachelors ;Skilled Manual;25001-50000;Sí
10521;11295;Individuo;Femenino;94519;Concord;California;Partial High School;Skilled Manual;75001-100000;Sí
10522;14022;Individuo;Femenino;98270;Marysville;Washington;High School;Skilled Manual;25001-50000;No
10523;21740;Individuo;Femenino;WA3;Watford;England;Graduate Degree;Clerical;0-25000;Sí
10524;24195;Individuo;Femenino;45000;Orleans;Loiret;High School;Manual;0-25000;Sí
10525;16995;Individuo;Femenino;V8Z 4N5;Shawnee;British Columbia;Bachelors ;Skilled Manual;50001-75000;Sí
10526;27833;Individuo;Femenino;EC1R 0DU;London;England;Partial High School;Manual;0-25000;No
10527;27873;Individuo;Femenino;2500;Wollongong;New South Wales;Bachelors ;Clerical;0-25000;No
10528;28126;Individuo;Femenino;91203;Glendale;California;Partial College;Skilled Manual;50001-75000;No
